"","tank","genotype","Datetime","Date","Time","Type","No.","X1.F","X1.Fm.","X1.PAR","MQY","X1.ETR","sample","pos","Zone","treatment","sample_rep"
"219",4,"1","43:37.0","11/21/20","19:43:37",FALSE,332,422,1133,1,0.628,0.3,"1-I","I","low","C","1-I 4"
"220",4,"11","39:46.0","11/21/20","19:39:46",FALSE,319,295,983,1,0.7,0.4,"11-O","O","low","C","11-O 4"
"221",4,"9","45:37.0","11/21/20","19:45:37",FALSE,339,413,1461,1,0.717,0.4,"9-I","I","high","C","9-I 4"
"222",4,"9","44:36.0","11/21/20","19:44:36",FALSE,335,459,1662,1,0.724,0.4,"9-O","O","high","C","9-O 4"
"223",4,"7","40:13.0","11/21/20","19:40:13",FALSE,320,367,1063,1,0.655,0.3,"7-O","O","high","C","7-O 4"
"224",4,"5","47:44.0","11/21/20","19:47:44",FALSE,347,366,929,1,0.606,0.3,"5-O","O","low","C","5-O 4"
"225",4,"12","44:52.0","11/21/20","19:44:52",FALSE,336,390,1096,1,0.644,0.3,"12-I","I","high","C","12-I 4"
"226",4,"12","45:09.0","11/21/20","19:45:09",FALSE,337,324,981,1,0.67,0.3,"12-O","O","high","C","12-O 4"
"227",4,"13","46:55.0","11/21/20","19:46:55",FALSE,344,380,1339,1,0.716,0.4,"13-O","O","high","C","13-O 4"
"228",4,"10","37:17.0","11/21/20","19:37:17",FALSE,313,304,867,1,0.649,0.3,"10-O","O","high","C","10-O 4"
"229",4,"13","39:30.0","11/21/20","19:39:30",FALSE,318,354,1275,1,0.722,0.4,"13-I","I","high","C","13-I 4"
"230",4,"4","39:05.0","11/21/20","19:39:05",FALSE,317,338,968,1,0.651,0.3,"4-I","I","low","C","4-I 4"
"231",4,"7","42:53.0","11/21/20","19:42:53",FALSE,329,380,946,1,0.598,0.3,"7-I","I","high","C","7-I 4"
"232",4,"10","45:23.0","11/21/20","19:45:23",FALSE,338,386,1225,1,0.685,0.3,"10-I","I","high","C","10-I 4"
"233",4,"4","41:40.0","11/21/20","19:41:40",FALSE,325,287,813,1,0.647,0.3,"4-O","O","low","C","4-O 4"
"234",4,"11","44:22.0","11/21/20","19:44:22",FALSE,334,396,1371,1,0.711,0.4,"11-I","I","low","C","11-I 4"
"235",4,"3","42:23.0","11/21/20","19:42:23",FALSE,328,553,1803,1,0.693,0.3,"3-I","I","low","C","3-I 4"
"236",4,"8","37:35.0","11/21/20","19:37:35",FALSE,314,379,956,1,0.604,0.3,"8-O","O","high","C","8-O 4"
"237",4,"2","44:08.0","11/21/20","19:44:08",FALSE,333,348,1152,1,0.698,0.3,"2-I","I","low","C","2-I 4"
"238",4,"2","41:16.0","11/21/20","19:41:16",FALSE,324,325,892,1,0.636,0.3,"2-O","O","low","C","2-O 4"
"239",4,"5","40:31.0","11/21/20","19:40:31",FALSE,321,340,1110,1,0.694,0.3,"5-I","I","low","C","5-I 4"
"240",4,"8","48:16.0","11/21/20","19:48:16",FALSE,348,335,957,1,0.65,0.3,"8-I","I","high","C","8-I 4"
"241",4,"3","46:40.0","11/21/20","19:46:40",FALSE,343,321,803,1,0.6,0.3,"3-O","O","low","C","3-O 4"
"242",5,"13","29:42.0","11/21/20","19:29:42",FALSE,289,353,1155,1,0.694,0.3,"13-O","O","high","C","13-O 5"
"243",5,"5","26:38.0","11/21/20","19:26:38",FALSE,278,232,751,1,0.691,0.3,"5-I","I","low","C","5-I 5"
"244",5,"2","28:43.0","11/21/20","19:28:43",FALSE,286,486,1562,1,0.689,0.3,"2-O","O","low","C","2-O 5"
"245",5,"2","29:18.0","11/21/20","19:29:18",FALSE,288,295,892,1,0.669,0.3,"2-I","I","low","C","2-I 5"
"246",5,"8","29:01.0","11/21/20","19:29:01",FALSE,287,320,862,1,0.629,0.3,"8-O","O","high","C","8-O 5"
"247",5,"4","25:53.0","11/21/20","19:25:53",FALSE,275,387,1122,1,0.655,0.3,"4-O","O","low","C","4-O 5"
"248",5,"11","27:16.0","11/21/20","19:27:16",FALSE,280,359,1152,1,0.688,0.3,"11-I","I","low","C","11-I 5"
"249",5,"8","30:18.0","11/21/20","19:30:18",FALSE,292,394,1295,1,0.696,0.3,"8-I","I","high","C","8-I 5"
"250",5,"10","25:33.0","11/21/20","19:25:33",FALSE,274,308,1071,1,0.712,0.4,"10-I","I","high","C","10-I 5"
"251",5,"3","31:43.0","11/21/20","19:31:43",FALSE,295,321,982,1,0.673,0.3,"3-O","O","low","C","3-O 5"
"252",5,"1","26:22.0","11/21/20","19:26:22",FALSE,277,313,802,1,0.61,0.3,"1-I","I","low","C","1-I 5"
"253",5,"7","32:22.0","11/21/20","19:32:22",FALSE,297,354,1129,1,0.686,0.3,"7-O","O","high","C","7-O 5"
"254",5,"11","26:59.0","11/21/20","19:26:59",FALSE,279,329,1106,1,0.703,0.4,"11-O","O","low","C","11-O 5"
"255",5,"9","28:08.0","11/21/20","19:28:08",FALSE,284,282,726,1,0.612,0.3,"9-O","O","high","C","9-O 5"
"256",5,"4","34:13.0","11/21/20","19:34:13",FALSE,304,521,1347,1,0.613,0.3,"4-I","I","low","C","4-I 5"
"257",5,"12","32:05.0","11/21/20","19:32:05",FALSE,296,535,1461,1,0.634,0.3,"12-I","I","high","C","12-I 5"
"258",5,"9","27:28.0","11/21/20","19:27:28",FALSE,281,451,1401,1,0.678,0.3,"9-I","I","high","C","9-I 5"
"259",5,"10","28:29.0","11/21/20","19:28:29",FALSE,285,328,976,1,0.664,0.3,"10-O","O","high","C","10-O 5"
"260",5,"5","26:07.0","11/21/20","19:26:07",FALSE,276,277,935,1,0.704,0.4,"5-O","O","low","C","5-O 5"
"261",5,"3","33:13.0","11/21/20","19:33:13",FALSE,300,319,1035,1,0.692,0.3,"3-I","I","low","C","3-I 5"
"262",5,"1","33:57.0","11/21/20","19:33:57",FALSE,303,332,866,1,0.617,0.3,"1-O","O","low","C","1-O 5"
"263",5,"12","31:26.0","11/21/20","19:31:26",FALSE,294,269,900,1,0.701,0.4,"12-O","O","high","C","12-O 5"
"264",5,"13","30:58.0","11/21/20","19:30:58",FALSE,293,367,1167,1,0.686,0.3,"13-I","I","high","C","13-I 5"
"265",5,"7","34:29.0","11/21/20","19:34:29",FALSE,305,258,832,1,0.69,0.3,"7-I","I","high","C","7-I 5"
"266",6,"3","15:00.0","11/21/20","19:15:00",FALSE,237,587,1561,1,0.624,0.3,"3-I","I","low","C","3-I 6"
"267",6,"11","15:46.0","11/21/20","19:15:46",FALSE,239,335,925,1,0.638,0.3,"11-O","O","low","C","11-O 6"
"268",6,"10","14:11.0","11/21/20","19:14:11",FALSE,234,431,1455,1,0.704,0.4,"10-I","I","high","C","10-I 6"
"269",6,"2","23:25.0","11/21/20","19:23:25",FALSE,268,300,1036,1,0.71,0.4,"2-I","I","low","C","2-I 6"
"270",6,"7","16:48.0","11/21/20","19:16:48",FALSE,243,257,693,1,0.629,0.3,"7-O","O","high","C","7-O 6"
"271",6,"8","15:26.0","11/21/20","19:15:26",FALSE,238,320,1059,1,0.698,0.3,"8-I","I","high","C","8-I 6"
"272",6,"11","16:08.0","11/21/20","19:16:08",FALSE,240,410,1308,1,0.687,0.3,"11-I","I","low","C","11-I 6"
"273",6,"12","19:59.0","11/21/20","19:19:59",FALSE,255,518,1325,1,0.609,0.3,"12-I","I","high","C","12-I 6"
"274",6,"10","19:38.0","11/21/20","19:19:38",FALSE,254,346,1145,1,0.698,0.3,"10-O","O","high","C","10-O 6"
"275",6,"1","20:18.0","11/21/20","19:20:18",FALSE,256,381,922,1,0.587,0.3,"1-O","O","low","C","1-O 6"
"276",6,"8","21:45.0","11/21/20","19:21:45",FALSE,261,305,704,1,0.567,0.3,"8-O","O","high","C","8-O 6"
"277",6,"13","12:25.0","11/21/20","19:12:25",FALSE,228,424,1258,1,0.663,0.3,"13-I","I","high","C","13-I 6"
"278",6,"7","12:46.0","11/21/20","19:12:46",FALSE,229,287,776,1,0.63,0.3,"7-I","I","high","C","7-I 6"
"279",6,"3","17:06.0","11/21/20","19:17:06",FALSE,244,299,852,1,0.649,0.3,"3-O","O","low","C","3-O 6"
"280",6,"2","14:26.0","11/21/20","19:14:26",FALSE,235,361,1178,1,0.694,0.3,"2-O","O","low","C","2-O 6"
"281",6,"5","10:58.0","11/21/20","19:10:58",FALSE,223,440,1249,1,0.648,0.3,"5-I","I","low","C","5-I 6"
"282",6,"12","19:21.0","11/21/20","19:19:21",FALSE,253,225,813,1,0.723,0.4,"12-O","O","high","C","12-O 6"
"283",6,"9","19:03.0","11/21/20","19:19:03",FALSE,252,393,1273,1,0.691,0.3,"9-I","I","high","C","9-I 6"
"284",6,"9","13:26.0","11/21/20","19:13:26",FALSE,232,342,1236,1,0.723,0.4,"9-O","O","high","C","9-O 6"
"285",6,"4","22:01.0","11/21/20","19:22:01",FALSE,262,246,954,1,0.742,0.4,"4-O","O","low","C","4-O 6"
"286",6,"4","13:49.0","11/21/20","19:13:49",FALSE,233,398,1113,1,0.642,0.3,"4-I","I","low","C","4-I 6"
"287",6,"1","18:23.0","11/21/20","19:18:23",FALSE,249,302,965,1,0.687,0.3,"1-I","I","low","C","1-I 6"
"288",6,"5","14:40.0","11/21/20","19:14:40",FALSE,236,373,1022,1,0.635,0.3,"5-O","O","low","C","5-O 6"
"289",1,"1","36:16.0","11/22/20","20:36:16",FALSE,729,446,1405,1,0.683,0.3,"1-O","O","low","H","1-O 1"
"290",1,"1","38:04.0","11/22/20","20:38:04",FALSE,738,465,1361,1,0.658,0.3,"1-I","I","low","H","1-I 1"
"291",1,"12","29:40.0","11/22/20","20:29:40",FALSE,706,292,903,1,0.677,0.3,"12-O","O","high","H","12-O 1"
"292",1,"12","34:13.0","11/22/20","20:34:13",FALSE,721,409,980,1,0.583,0.3,"12-I","I","high","H","12-I 1"
"293",1,"8","30:41.0","11/22/20","20:30:41",FALSE,710,308,856,1,0.64,0.3,"8-I","I","high","H","8-I 1"
"294",1,"9","31:28.0","11/22/20","20:31:28",FALSE,714,412,1498,1,0.725,0.4,"9-I","I","high","H","9-I 1"
"295",1,"8","33:40.0","11/22/20","20:33:40",FALSE,719,491,1279,1,0.616,0.3,"8-O","O","high","H","8-O 1"
"296",1,"11","30:28.0","11/22/20","20:30:28",FALSE,709,257,810,1,0.683,0.3,"11-O","O","low","H","11-O 1"
"297",1,"2","34:28.0","11/22/20","20:34:28",FALSE,722,312,913,1,0.658,0.3,"2-I","I","low","H","2-I 1"
"298",1,"4","36:29.0","11/22/20","20:36:29",FALSE,730,403,1011,1,0.601,0.3,"4-I","I","low","H","4-I 1"
"299",1,"3","33:58.0","11/22/20","20:33:58",FALSE,720,360,1132,1,0.682,0.3,"3-I","I","low","H","3-I 1"
"300",1,"4","36:45.0","11/22/20","20:36:45",FALSE,731,243,510,1,0.524,0.3,"4-O","O","low","H","4-O 1"
"301",1,"7","37:51.0","11/22/20","20:37:51",FALSE,737,424,1011,1,0.581,0.3,"7-O","O","high","H","7-O 1"
"302",1,"10","29:55.0","11/22/20","20:29:55",FALSE,707,264,938,1,0.719,0.4,"10-O","O","high","H","10-O 1"
"303",1,"5","31:48.0","11/22/20","20:31:48",FALSE,715,353,1011,1,0.651,0.3,"5-O","O","low","H","5-O 1"
"304",1,"2","36:05.0","11/22/20","20:36:05",FALSE,728,315,678,1,0.535,0.3,"2-O","O","low","H","2-O 1"
"305",1,"9","30:09.0","11/22/20","20:30:09",FALSE,708,319,1241,1,0.743,0.4,"9-O","O","high","H","9-O 1"
"306",1,"13","31:13.0","11/22/20","20:31:13",FALSE,713,382,1136,1,0.664,0.3,"13-O","O","high","H","13-O 1"
"307",1,"10","34:56.0","11/22/20","20:34:56",FALSE,724,432,1462,1,0.705,0.4,"10-I","I","high","H","10-I 1"
"308",1,"13","35:07.0","11/22/20","20:35:07",FALSE,725,284,859,1,0.669,0.3,"13-I","I","high","H","13-I 1"
"309",1,"3","37:02.0","11/22/20","20:37:02",FALSE,732,316,660,1,0.521,0.3,"3-O","O","low","H","3-O 1"
"310",1,"11","38:21.0","11/22/20","20:38:21",FALSE,739,302,824,1,0.633,0.3,"11-I","I","low","H","11-I 1"
"311",1,"7","33:05.0","11/22/20","20:33:05",FALSE,716,386,932,1,0.586,0.3,"7-I","I","high","H","7-I 1"
"312",1,"5","34:44.0","11/22/20","20:34:44",FALSE,723,333,926,1,0.64,0.3,"5-I","I","low","H","5-I 1"
"313",2,"13","22:38.0","11/22/20","20:22:38",FALSE,679,261,709,1,0.632,0.3,"13-O","O","high","H","13-O 2"
"314",2,"12","16:26.0","11/22/20","20:16:26",FALSE,656,322,977,1,0.67,0.3,"12-O","O","high","H","12-O 2"
"315",2,"1","22:04.0","11/22/20","20:22:04",FALSE,677,325,905,1,0.641,0.3,"1-I","I","low","H","1-I 2"
"316",2,"9","26:58.0","11/22/20","20:26:58",FALSE,693,458,1326,1,0.655,0.3,"9-O","O","high","H","9-O 2"
"317",2,"11","19:27.0","11/22/20","20:19:27",FALSE,667,354,1247,1,0.716,0.4,"11-I","I","low","H","11-I 2"
"318",2,"2","19:09.0","11/22/20","20:19:09",FALSE,666,261,790,1,0.67,0.3,"2-O","O","low","H","2-O 2"
"319",2,"7","17:49.0","11/22/20","20:17:49",FALSE,661,300,884,1,0.661,0.3,"7-I","I","high","H","7-I 2"
"320",2,"12","16:43.0","11/22/20","20:16:43",FALSE,657,371,1173,1,0.684,0.3,"12-I","I","high","H","12-I 2"
"321",2,"8","27:29.0","11/22/20","20:27:29",FALSE,695,226,493,1,0.542,0.3,"8-O","O","high","H","8-O 2"
"322",2,"11","20:03.0","11/22/20","20:20:03",FALSE,670,286,781,1,0.634,0.3,"11-O","O","low","H","11-O 2"
"323",2,"3","27:13.0","11/22/20","20:27:13",FALSE,694,361,811,1,0.555,0.3,"3-O","O","low","H","3-O 2"
"324",2,"3","21:27.0","11/22/20","20:21:27",FALSE,675,374,1238,1,0.698,0.3,"3-I","I","low","H","3-I 2"
"325",2,"5","23:33.0","11/22/20","20:23:33",FALSE,683,401,1095,1,0.634,0.3,"5-I","I","low","H","5-I 2"
"326",2,"2","21:08.0","11/22/20","20:21:08",FALSE,674,340,1097,1,0.69,0.3,"2-I","I","low","H","2-I 2"
"327",2,"1","22:21.0","11/22/20","20:22:21",FALSE,678,364,1204,1,0.698,0.3,"1-O","O","low","H","1-O 2"
"328",2,"8","21:44.0","11/22/20","20:21:44",FALSE,676,271,701,1,0.613,0.3,"8-I","I","high","H","8-I 2"
"329",2,"10","20:27.0","11/22/20","20:20:27",FALSE,671,370,1199,1,0.691,0.3,"10-I","I","high","H","10-I 2"
"330",2,"4","26:45.0","11/22/20","20:26:45",FALSE,692,264,724,1,0.635,0.3,"4-O","O","low","H","4-O 2"
"331",2,"4","24:59.0","11/22/20","20:24:59",FALSE,691,377,1125,1,0.665,0.3,"4-I","I","low","H","4-I 2"
"332",2,"5","18:17.0","11/22/20","20:18:17",FALSE,662,273,732,1,0.627,0.3,"5-O","O","low","H","5-O 2"
"333",2,"10","24:04.0","11/22/20","20:24:04",FALSE,686,280,828,1,0.662,0.3,"10-O","O","high","H","10-O 2"
"334",2,"7","17:00.0","11/22/20","20:17:00",FALSE,658,329,847,1,0.612,0.3,"7-O","O","high","H","7-O 2"
"335",2,"13","18:33.0","11/22/20","20:18:33",FALSE,663,406,1094,1,0.629,0.3,"13-I","I","high","H","13-I 2"
"336",2,"9","23:18.0","11/22/20","20:23:18",FALSE,682,281,994,1,0.717,0.4,"9-I","I","high","H","9-I 2"
"337",3,"7","08:39.0","11/22/20","20:08:39",FALSE,641,258,763,1,0.662,0.3,"7-I","I","high","H","7-I 3"
"338",3,"5","00:14.0","11/22/20","20:00:14",FALSE,615,477,1234,1,0.613,0.3,"5-I","I","low","H","5-I 3"
"339",3,"2","07:08.0","11/22/20","20:07:08",FALSE,638,319,929,1,0.657,0.3,"2-O","O","low","H","2-O 3"
"340",3,"12","03:00.0","11/22/20","20:03:00",FALSE,627,354,1027,1,0.655,0.3,"12-O","O","high","H","12-O 3"
"341",3,"13","07:51.0","11/22/20","20:07:51",FALSE,640,265,635,1,0.583,0.3,"13-O","O","high","H","13-O 3"
"342",3,"11","00:53.0","11/22/20","20:00:53",FALSE,617,418,1438,1,0.709,0.4,"11-I","I","low","H","11-I 3"
"343",3,"8","01:43.0","11/22/20","20:01:43",FALSE,621,233,723,1,0.678,0.3,"8-O","O","high","H","8-O 3"
"344",3,"1","08:55.0","11/22/20","20:08:55",FALSE,642,284,592,1,0.52,0.3,"1-I","I","low","H","1-I 3"
"345",3,"9","06:29.0","11/22/20","20:06:29",FALSE,636,250,659,1,0.621,0.3,"9-I","I","high","H","9-I 3"
"346",3,"1","11:07.0","11/22/20","20:11:07",FALSE,648,477,984,1,0.515,0.3,"1-O","O","low","H","1-O 3"
"347",3,"10","05:29.0","11/22/20","20:05:29",FALSE,632,495,1785,1,0.723,0.4,"10-O","O","high","H","10-O 3"
"348",3,"4","00:37.0","11/22/20","20:00:37",FALSE,616,404,1174,1,0.656,0.3,"4-O","O","low","H","4-O 3"
"349",3,"5","05:06.0","11/22/20","20:05:06",FALSE,631,207,520,1,0.602,0.3,"5-O","O","low","H","5-O 3"
"350",3,"9","59:04.0","11/22/20","19:59:04",FALSE,612,362,1106,1,0.673,0.3,"9-O","O","high","H","9-O 3"
"351",3,"13","03:36.0","11/22/20","20:03:36",FALSE,630,345,1286,1,0.732,0.4,"13-I","I","high","H","13-I 3"
"352",3,"11","02:41.0","11/22/20","20:02:41",FALSE,626,322,1085,1,0.703,0.4,"11-O","O","low","H","11-O 3"
"353",3,"12","10:18.0","11/22/20","20:10:18",FALSE,646,299,833,1,0.641,0.3,"12-I","I","high","H","12-I 3"
"354",3,"7","10:05.0","11/22/20","20:10:05",FALSE,645,271,804,1,0.663,0.3,"7-O","O","high","H","7-O 3"
"355",3,"3","06:13.0","11/22/20","20:06:13",FALSE,635,281,855,1,0.671,0.3,"3-O","O","low","H","3-O 3"
"356",3,"3","06:54.0","11/22/20","20:06:54",FALSE,637,442,1244,1,0.645,0.3,"3-I","I","low","H","3-I 3"
"357",3,"2","01:09.0","11/22/20","20:01:09",FALSE,618,353,1261,1,0.72,0.4,"2-I","I","low","H","2-I 3"
"358",3,"10","09:44.0","11/22/20","20:09:44",FALSE,644,375,1247,1,0.699,0.3,"10-I","I","high","H","10-I 3"
"359",3,"12","10:40.0","11/22/20","20:10:40",FALSE,647,416,1104,1,0.623,0.3,"12-I","I","high","H","12-I 3"
"360",3,"4","07:28.0","11/22/20","20:07:28",FALSE,639,475,1349,1,0.648,0.3,"4-I","I","low","H","4-I 3"
"361",3,"9","09:25.0","11/22/20","20:09:25",FALSE,643,378,1075,1,0.648,0.3,"9-I","I","high","H","9-I 3"
"362",4,"2","41:49.0","11/22/20","19:41:49",FALSE,570,367,1061,1,0.654,0.3,"2-O","O","low","C","2-O 4"
"363",4,"13","46:53.0","11/22/20","19:46:53",FALSE,587,356,1095,1,0.675,0.3,"13-I","I","high","C","13-I 4"
"364",4,"4","39:59.0","11/22/20","19:39:59",FALSE,565,380,1160,1,0.672,0.3,"4-I","I","low","C","4-I 4"
"365",4,"10","40:15.0","11/22/20","19:40:15",FALSE,566,502,1403,1,0.642,0.3,"10-O","O","high","C","10-O 4"
"366",4,"3","42:57.0","11/22/20","19:42:57",FALSE,574,530,1346,1,0.606,0.3,"3-I","I","low","C","3-I 4"
"367",4,"8","51:04.0","11/22/20","19:51:04",FALSE,604,256,844,1,0.697,0.3,"8-O","O","high","C","8-O 4"
"368",4,"9","43:47.0","11/22/20","19:43:47",FALSE,577,416,1322,1,0.685,0.3,"9-O","O","high","C","9-O 4"
"369",4,"13","41:31.0","11/22/20","19:41:31",FALSE,569,310,898,1,0.655,0.3,"13-O","O","high","C","13-O 4"
"370",4,"9","42:21.0","11/22/20","19:42:21",FALSE,571,500,1537,1,0.675,0.3,"9-I","I","high","C","9-I 4"
"371",4,"12","44:21.0","11/22/20","19:44:21",FALSE,579,409,1101,1,0.629,0.3,"12-I","I","high","C","12-I 4"
"372",4,"10","50:31.0","11/22/20","19:50:31",FALSE,601,312,1065,1,0.707,0.4,"10-I","I","high","C","10-I 4"
"373",4,"5","50:01.0","11/22/20","19:50:01",FALSE,598,313,977,1,0.68,0.3,"5-I","I","low","C","5-I 4"
"374",4,"1","46:04.0","11/22/20","19:46:04",FALSE,585,377,914,1,0.588,0.3,"1-I","I","low","C","1-I 4"
"375",4,"8","43:33.0","11/22/20","19:43:33",FALSE,576,439,1459,1,0.699,0.3,"8-I","I","high","C","8-I 4"
"376",4,"11","44:03.0","11/22/20","19:44:03",FALSE,578,307,1124,1,0.727,0.4,"11-I","I","low","C","11-I 4"
"377",4,"7","43:19.0","11/22/20","19:43:19",FALSE,575,321,1100,1,0.708,0.4,"7-I","I","high","C","7-I 4"
"378",4,"7","49:45.0","11/22/20","19:49:45",FALSE,597,405,1089,1,0.628,0.3,"7-O","O","high","C","7-O 4"
"379",4,"11","46:24.0","11/22/20","19:46:24",FALSE,586,375,1125,1,0.667,0.3,"11-O","O","low","C","11-O 4"
"380",4,"3","41:02.0","11/22/20","19:41:02",FALSE,568,472,1324,1,0.644,0.3,"3-O","O","low","C","3-O 4"
"381",4,"5","47:48.0","11/22/20","19:47:48",FALSE,590,373,932,1,0.6,0.3,"5-O","O","low","C","5-O 4"
"382",4,"4","48:07.0","11/22/20","19:48:07",FALSE,591,384,1115,1,0.656,0.3,"4-O","O","low","C","4-O 4"
"383",4,"2","44:43.0","11/22/20","19:44:43",FALSE,580,426,1197,1,0.644,0.3,"2-I","I","low","C","2-I 4"
"384",4,"1","48:59.0","11/22/20","19:48:59",FALSE,594,494,1091,1,0.547,0.3,"1-O","O","low","C","1-O 4"
"385",4,"12","40:45.0","11/22/20","19:40:45",FALSE,567,338,1010,1,0.665,0.3,"12-O","O","high","C","12-O 4"
"386",5,"7","35:28.0","11/22/20","19:35:28",FALSE,552,467,1482,1,0.685,0.3,"7-O","O","high","C","7-O 5"
"387",5,"12","37:57.0","11/22/20","19:37:57",FALSE,558,287,949,1,0.698,0.3,"12-O","O","high","C","12-O 5"
"388",5,"3","29:12.0","11/22/20","19:29:12",FALSE,530,518,1438,1,0.64,0.3,"3-I","I","low","C","3-I 5"
"389",5,"7","31:37.0","11/22/20","19:31:37",FALSE,539,390,1306,1,0.701,0.4,"7-I","I","high","C","7-I 5"
"390",5,"13","34:11.0","11/22/20","19:34:11",FALSE,548,504,1514,1,0.667,0.3,"13-O","O","high","C","13-O 5"
"391",5,"11","28:55.0","11/22/20","19:28:55",FALSE,529,399,1156,1,0.655,0.3,"11-O","O","low","C","11-O 5"
"392",5,"8","32:39.0","11/22/20","19:32:39",FALSE,542,205,684,1,0.7,0.4,"8-O","O","high","C","8-O 5"
"393",5,"5","30:14.0","11/22/20","19:30:14",FALSE,533,378,1175,1,0.678,0.3,"5-I","I","low","C","5-I 5"
"394",5,"1","32:00.0","11/22/20","19:32:00",FALSE,540,424,1080,1,0.607,0.3,"1-I","I","low","C","1-I 5"
"395",5,"13","34:31.0","11/22/20","19:34:31",FALSE,549,549,1689,1,0.675,0.3,"13-I","I","high","C","13-I 5"
"396",5,"11","35:54.0","11/22/20","19:35:54",FALSE,553,329,1101,1,0.701,0.4,"11-I","I","low","C","11-I 5"
"397",5,"1","36:52.0","11/22/20","19:36:52",FALSE,556,591,1371,1,0.569,0.3,"1-O","O","low","C","1-O 5"
"398",5,"3","34:49.0","11/22/20","19:34:49",FALSE,550,448,1288,1,0.652,0.3,"3-O","O","low","C","3-O 5"
"399",5,"2","30:59.0","11/22/20","19:30:59",FALSE,536,411,1149,1,0.642,0.3,"2-O","O","low","C","2-O 5"
"400",5,"4","27:37.0","11/22/20","19:27:37",FALSE,525,421,1254,1,0.664,0.3,"4-O","O","low","C","4-O 5"
"401",5,"10","28:40.0","11/22/20","19:28:40",FALSE,528,386,1206,1,0.68,0.3,"10-O","O","high","C","10-O 5"
"402",5,"5","37:19.0","11/22/20","19:37:19",FALSE,557,487,1223,1,0.602,0.3,"5-O","O","low","C","5-O 5"
"403",5,"4","28:18.0","11/22/20","19:28:18",FALSE,527,457,1395,1,0.672,0.3,"4-I","I","low","C","4-I 5"
"404",5,"10","29:57.0","11/22/20","19:29:57",FALSE,532,377,1373,1,0.725,0.4,"10-I","I","high","C","10-I 5"
"405",5,"2","32:15.0","11/22/20","19:32:15",FALSE,541,333,931,1,0.642,0.3,"2-I","I","low","C","2-I 5"
"406",5,"8","33:52.0","11/22/20","19:33:52",FALSE,547,328,861,1,0.619,0.3,"8-I","I","high","C","8-I 5"
"407",5,"9","27:55.0","11/22/20","19:27:55",FALSE,526,336,914,1,0.632,0.3,"9-O","O","high","C","9-O 5"
"408",5,"9","29:36.0","11/22/20","19:29:36",FALSE,531,506,1665,1,0.696,0.3,"9-I","I","high","C","9-I 5"
"409",5,"12","35:10.0","11/22/20","19:35:10",FALSE,551,524,1483,1,0.647,0.3,"12-I","I","high","C","12-I 5"
"410",6,"11","23:26.0","11/22/20","19:23:26",FALSE,513,421,1351,1,0.688,0.3,"11-I","I","low","C","11-I 6"
"411",6,"8","19:12.0","11/22/20","19:19:12",FALSE,499,329,1114,1,0.705,0.4,"8-I","I","high","C","8-I 6"
"412",6,"5","18:14.0","11/22/20","19:18:14",FALSE,497,433,1271,1,0.659,0.3,"5-O","O","low","C","5-O 6"
"413",6,"3","16:31.0","11/22/20","19:16:31",FALSE,492,334,878,1,0.62,0.3,"3-O","O","low","C","3-O 6"
"414",6,"12","17:33.0","11/22/20","19:17:33",FALSE,495,595,1641,1,0.637,0.3,"12-I","I","high","C","12-I 6"
"415",6,"13","19:59.0","11/22/20","19:19:59",FALSE,501,418,1334,1,0.687,0.3,"13-I","I","high","C","13-I 6"
"416",6,"7","24:00.0","11/22/20","19:24:00",FALSE,516,290,856,1,0.661,0.3,"7-O","O","high","C","7-O 6"
"417",6,"5","22:18.0","11/22/20","19:22:18",FALSE,509,419,1319,1,0.682,0.3,"5-I","I","low","C","5-I 6"
"418",6,"11","19:32.0","11/22/20","19:19:32",FALSE,500,366,1441,1,0.746,0.4,"11-O","O","low","C","11-O 6"
"419",6,"2","20:19.0","11/22/20","19:20:19",FALSE,502,299,985,1,0.696,0.3,"2-I","I","low","C","2-I 6"
"420",6,"10","20:36.0","11/22/20","19:20:36",FALSE,503,390,1206,1,0.677,0.3,"10-I","I","high","C","10-I 6"
"421",6,"1","17:51.0","11/22/20","19:17:51",FALSE,496,328,676,1,0.515,0.3,"1-O","O","low","C","1-O 6"
"422",6,"3","18:35.0","11/22/20","19:18:35",FALSE,498,576,1493,1,0.614,0.3,"3-I","I","low","C","3-I 6"
"423",6,"5","23:13.0","11/22/20","19:23:13",FALSE,512,498,1283,1,0.612,0.3,"5-I","I","low","C","5-I 6"
"424",6,"4","16:50.0","11/22/20","19:16:50",FALSE,493,495,1579,1,0.687,0.3,"4-I","I","low","C","4-I 6"
"425",6,"1","21:01.0","11/22/20","19:21:01",FALSE,504,581,1560,1,0.628,0.3,"1-I","I","low","C","1-I 6"
"426",6,"2","22:32.0","11/22/20","19:22:32",FALSE,510,468,1600,1,0.708,0.4,"2-O","O","low","C","2-O 6"
"427",6,"9","22:50.0","11/22/20","19:22:50",FALSE,511,610,1996,1,0.694,0.3,"9-O","O","high","C","9-O 6"
"428",6,"10","21:30.0","11/22/20","19:21:30",FALSE,506,549,1617,1,0.66,0.3,"10-O","O","high","C","10-O 6"
"429",6,"4","16:07.0","11/22/20","19:16:07",FALSE,491,436,1375,1,0.683,0.3,"4-O","O","low","C","4-O 6"
"430",6,"8","15:41.0","11/22/20","19:15:41",FALSE,490,272,808,1,0.663,0.3,"8-O","O","high","C","8-O 6"
