"","tank","genotype","Datetime","Date","Time","Type","No.","X1.F","X1.Fm.","X1.PAR","MQY","X1.ETR","sample","pos","Zone","treatment","sample_rep"
"431",6,"9","17:10.0","11/22/20","19:17:10",FALSE,494,529,1712,1,0.691,0.3,"9-I","I","high","C","9-I 6"
"432",6,"7","21:15.0","11/22/20","19:21:15",FALSE,505,260,862,1,0.698,0.3,"7-I","I","high","C","7-I 6"
"433",1,"1","22:57.0","11/23/20","20:22:57",FALSE,1001,391,1011,1,0.613,0.3,"1-O","O","low","H","1-O 1"
"434",1,"1","24:32.0","11/23/20","20:24:32",FALSE,1008,377,1341,1,0.719,0.4,"1-I","I","low","H","1-I 1"
"435",1,"12","17:11.0","11/23/20","20:17:11",FALSE,976,334,953,1,0.65,0.3,"12-O","O","high","H","12-O 1"
"436",1,"12","20:45.0","11/23/20","20:20:45",FALSE,993,341,912,1,0.626,0.3,"12-I","I","high","H","12-I 1"
"437",1,"8","18:38.0","11/23/20","20:18:38",FALSE,984,293,746,1,0.607,0.3,"8-I","I","high","H","8-I 1"
"438",1,"9","19:08.0","11/23/20","20:19:08",FALSE,986,312,1013,1,0.692,0.3,"9-I","I","high","H","9-I 1"
"439",1,"8","20:01.0","11/23/20","20:20:01",FALSE,989,426,1296,1,0.671,0.3,"8-O","O","high","H","8-O 1"
"440",1,"11","18:10.0","11/23/20","20:18:10",FALSE,981,322,1020,1,0.684,0.3,"11-O","O","low","H","11-O 1"
"441",1,"2","21:30.0","11/23/20","20:21:30",FALSE,994,312,857,1,0.636,0.3,"2-I","I","low","H","2-I 1"
"442",1,"4","23:14.0","11/23/20","20:23:14",FALSE,1002,578,1624,1,0.644,0.3,"4-I","I","low","H","4-I 1"
"443",1,"3","20:32.0","11/23/20","20:20:32",FALSE,992,295,772,1,0.618,0.3,"3-I","I","low","H","3-I 1"
"444",1,"4","23:23.0","11/23/20","20:23:23",FALSE,1003,249,619,1,0.598,0.3,"4-O","O","low","H","4-O 1"
"445",1,"7","23:55.0","11/23/20","20:23:55",FALSE,1005,287,945,1,0.696,0.3,"7-O","O","high","H","7-O 1"
"446",1,"10","17:26.0","11/23/20","20:17:26",FALSE,977,401,1388,1,0.711,0.4,"10-O","O","high","H","10-O 1"
"447",1,"5","19:21.0","11/23/20","20:19:21",FALSE,987,332,911,1,0.636,0.3,"5-O","O","low","H","5-O 1"
"448",1,"2","22:44.0","11/23/20","20:22:44",FALSE,1000,345,993,1,0.653,0.3,"2-O","O","low","H","2-O 1"
"449",1,"9","17:56.0","11/23/20","20:17:56",FALSE,980,363,1184,1,0.693,0.3,"9-O","O","high","H","9-O 1"
"450",1,"13","18:55.0","11/23/20","20:18:55",FALSE,985,302,961,1,0.686,0.3,"13-O","O","high","H","13-O 1"
"451",1,"10","22:10.0","11/23/20","20:22:10",FALSE,998,426,1227,1,0.653,0.3,"10-I","I","high","H","10-I 1"
"452",1,"13","22:24.0","11/23/20","20:22:24",FALSE,999,349,1179,1,0.704,0.4,"13-I","I","high","H","13-I 1"
"453",1,"3","23:37.0","11/23/20","20:23:37",FALSE,1004,357,793,1,0.55,0.3,"3-O","O","low","H","3-O 1"
"454",1,"11","24:42.0","11/23/20","20:24:42",FALSE,1009,381,1016,1,0.625,0.3,"11-I","I","low","H","11-I 1"
"455",1,"7","19:43.0","11/23/20","20:19:43",FALSE,988,327,816,1,0.599,0.3,"7-I","I","high","H","7-I 1"
"456",1,"5","22:02.0","11/23/20","20:22:02",FALSE,997,357,800,1,0.554,0.3,"5-I","I","low","H","5-I 1"
"457",2,"13","11:19.0","11/23/20","20:11:19",FALSE,949,424,1572,1,0.73,0.4,"13-O","O","high","H","13-O 2"
"458",2,"12","04:49.0","11/23/20","20:04:49",FALSE,924,386,1063,1,0.637,0.3,"12-O","O","high","H","12-O 2"
"459",2,"1","10:51.0","11/23/20","20:10:51",FALSE,947,288,1019,1,0.717,0.4,"1-I","I","low","H","1-I 2"
"460",2,"9","13:58.0","11/23/20","20:13:58",FALSE,959,364,1090,1,0.666,0.3,"9-O","O","high","H","9-O 2"
"461",2,"11","07:44.0","11/23/20","20:07:44",FALSE,937,432,1505,1,0.713,0.4,"11-I","I","low","H","11-I 2"
"462",2,"2","07:30.0","11/23/20","20:07:30",FALSE,936,258,721,1,0.642,0.3,"2-O","O","low","H","2-O 2"
"463",2,"7","06:00.0","11/23/20","20:06:00",FALSE,929,281,926,1,0.697,0.3,"7-I","I","high","H","7-I 2"
"464",2,"12","05:07.0","11/23/20","20:05:07",FALSE,925,491,1483,1,0.669,0.3,"12-I","I","high","H","12-I 2"
"465",2,"8","15:02.0","11/23/20","20:15:02",FALSE,965,192,455,1,0.578,0.3,"8-O","O","high","H","8-O 2"
"466",2,"11","08:00.0","11/23/20","20:08:00",FALSE,938,352,920,1,0.617,0.3,"11-O","O","low","H","11-O 2"
"467",2,"3","14:39.0","11/23/20","20:14:39",FALSE,964,356,906,1,0.607,0.3,"3-O","O","low","H","3-O 2"
"468",2,"3","09:02.0","11/23/20","20:09:02",FALSE,943,438,1169,1,0.625,0.3,"3-I","I","low","H","3-I 2"
"469",2,"5","12:44.0","11/23/20","20:12:44",FALSE,955,402,1044,1,0.615,0.3,"5-I","I","low","H","5-I 2"
"470",2,"2","08:31.0","11/23/20","20:08:31",FALSE,940,302,607,1,0.502,0.3,"2-I","I","low","H","2-I 2"
"471",2,"1","11:08.0","11/23/20","20:11:08",FALSE,948,356,1011,1,0.648,0.3,"1-O","O","low","H","1-O 2"
"472",2,"8","10:39.0","11/23/20","20:10:39",FALSE,946,261,722,1,0.639,0.3,"8-I","I","high","H","8-I 2"
"473",2,"10","08:16.0","11/23/20","20:08:16",FALSE,939,500,1645,1,0.696,0.3,"10-I","I","high","H","10-I 2"
"474",2,"4","13:42.0","11/23/20","20:13:42",FALSE,958,309,933,1,0.669,0.3,"4-O","O","low","H","4-O 2"
"475",2,"4","13:23.0","11/23/20","20:13:23",FALSE,957,353,1416,1,0.751,0.4,"4-I","I","low","H","4-I 2"
"476",2,"5","06:16.0","11/23/20","20:06:16",FALSE,930,262,726,1,0.639,0.3,"5-O","O","low","H","5-O 2"
"477",2,"10","13:10.0","11/23/20","20:13:10",FALSE,956,309,1104,1,0.72,0.4,"10-O","O","high","H","10-O 2"
"478",2,"7","05:29.0","11/23/20","20:05:29",FALSE,926,280,797,1,0.649,0.3,"7-O","O","high","H","7-O 2"
"479",2,"13","06:29.0","11/23/20","20:06:29",FALSE,931,362,1041,1,0.652,0.3,"13-I","I","high","H","13-I 2"
"480",2,"9","11:52.0","11/23/20","20:11:52",FALSE,952,334,888,1,0.624,0.3,"9-I","I","high","H","9-I 2"
"481",3,"7","57:57.0","11/23/20","19:57:57",FALSE,904,260,817,1,0.682,0.3,"7-I","I","high","H","7-I 3"
"482",3,"5","50:44.0","11/23/20","19:50:44",FALSE,876,372,991,1,0.625,0.3,"5-I","I","low","H","5-I 3"
"483",3,"2","57:00.0","11/23/20","19:57:00",FALSE,901,349,1389,1,0.749,0.4,"2-O","O","low","H","2-O 3"
"484",3,"12","53:48.0","11/23/20","19:53:48",FALSE,888,301,914,1,0.671,0.3,"12-O","O","high","H","12-O 3"
"485",3,"13","57:41.0","11/23/20","19:57:41",FALSE,903,363,1192,1,0.695,0.3,"13-O","O","high","H","13-O 3"
"486",3,"11","51:34.0","11/23/20","19:51:34",FALSE,880,279,817,1,0.659,0.3,"11-I","I","low","H","11-I 3"
"487",3,"8","52:46.0","11/23/20","19:52:46",FALSE,882,285,728,1,0.609,0.3,"8-O","O","high","H","8-O 3"
"488",3,"1","58:30.0","11/23/20","19:58:30",FALSE,907,331,849,1,0.61,0.3,"1-I","I","low","H","1-I 3"
"489",3,"9","55:46.0","11/23/20","19:55:46",FALSE,895,378,978,1,0.613,0.3,"9-I","I","high","H","9-I 3"
"490",3,"1","00:34.0","11/23/20","20:00:34",FALSE,917,284,755,1,0.624,0.3,"1-O","O","low","H","1-O 3"
"491",3,"10","54:55.0","11/23/20","19:54:55",FALSE,891,335,1108,1,0.698,0.3,"10-O","O","high","H","10-O 3"
"492",3,"4","51:17.0","11/23/20","19:51:17",FALSE,879,319,896,1,0.644,0.3,"4-O","O","low","H","4-O 3"
"493",3,"5","54:37.0","11/23/20","19:54:37",FALSE,890,283,856,1,0.669,0.3,"5-O","O","low","H","5-O 3"
"494",3,"9","50:31.0","11/23/20","19:50:31",FALSE,875,389,1210,1,0.679,0.3,"9-O","O","high","H","9-O 3"
"495",3,"13","54:00.0","11/23/20","19:54:00",FALSE,889,328,1015,1,0.677,0.3,"13-I","I","high","H","13-I 3"
"496",3,"11","53:16.0","11/23/20","19:53:16",FALSE,885,353,1136,1,0.689,0.3,"11-O","O","low","H","11-O 3"
"497",3,"12","00:06.0","11/23/20","20:00:06",FALSE,915,332,1109,1,0.701,0.4,"12-I","I","high","H","12-I 3"
"498",3,"7","59:48.0","11/23/20","19:59:48",FALSE,914,517,1351,1,0.617,0.3,"7-O","O","high","H","7-O 3"
"499",3,"3","55:14.0","11/23/20","19:55:14",FALSE,892,323,854,1,0.622,0.3,"3-O","O","low","H","3-O 3"
"500",3,"3","56:21.0","11/23/20","19:56:21",FALSE,898,338,834,1,0.595,0.3,"3-I","I","low","H","3-I 3"
"501",3,"2","51:49.0","11/23/20","19:51:49",FALSE,881,399,1103,1,0.638,0.3,"2-I","I","low","H","2-I 3"
"502",3,"10","58:54.0","11/23/20","19:58:54",FALSE,909,496,1716,1,0.711,0.4,"10-I","I","high","H","10-I 3"
"503",3,"12","00:23.0","11/23/20","20:00:23",FALSE,916,600,1616,1,0.629,0.3,"12-I","I","high","H","12-I 3"
"504",3,"4","57:14.0","11/23/20","19:57:14",FALSE,902,448,1197,1,0.626,0.3,"4-I","I","low","H","4-I 3"
"505",3,"9","58:43.0","11/23/20","19:58:43",FALSE,908,281,844,1,0.667,0.3,"9-I","I","high","H","9-I 3"
"506",4,"2","41:37.0","11/23/20","19:41:37",FALSE,833,321,1117,1,0.713,0.4,"2-O","O","low","C","2-O 4"
"507",4,"13","45:08.0","11/23/20","19:45:08",FALSE,848,367,1225,1,0.7,0.4,"13-I","I","high","C","13-I 4"
"508",4,"4","39:31.0","11/23/20","19:39:31",FALSE,828,413,1471,1,0.719,0.4,"4-I","I","low","C","4-I 4"
"509",4,"10","39:44.0","11/23/20","19:39:44",FALSE,829,340,1120,1,0.696,0.3,"10-O","O","high","C","10-O 4"
"510",4,"3","42:32.0","11/23/20","19:42:32",FALSE,837,676,1628,1,0.585,0.3,"3-I","I","low","C","3-I 4"
"511",4,"8","48:35.0","11/23/20","19:48:35",FALSE,867,339,1079,1,0.686,0.3,"8-O","O","high","C","8-O 4"
"512",4,"9","43:23.0","11/23/20","19:43:23",FALSE,840,398,1169,1,0.66,0.3,"9-O","O","high","C","9-O 4"
"513",4,"13","41:18.0","11/23/20","19:41:18",FALSE,832,217,596,1,0.636,0.3,"13-O","O","high","C","13-O 4"
"514",4,"9","41:55.0","11/23/20","19:41:55",FALSE,834,365,1389,1,0.737,0.4,"9-I","I","high","C","9-I 4"
"515",4,"12","43:52.0","11/23/20","19:43:52",FALSE,842,504,1349,1,0.626,0.3,"12-I","I","high","C","12-I 4"
"516",4,"10","48:21.0","11/23/20","19:48:21",FALSE,866,381,1395,1,0.727,0.4,"10-I","I","high","C","10-I 4"
"517",4,"5","48:03.0","11/23/20","19:48:03",FALSE,865,366,1209,1,0.697,0.3,"5-I","I","low","C","5-I 4"
"518",4,"1","44:39.0","11/23/20","19:44:39",FALSE,846,390,1022,1,0.618,0.3,"1-I","I","low","C","1-I 4"
"519",4,"8","43:04.0","11/23/20","19:43:04",FALSE,839,265,863,1,0.693,0.3,"8-I","I","high","C","8-I 4"
"520",4,"11","43:35.0","11/23/20","19:43:35",FALSE,841,348,1179,1,0.705,0.4,"11-I","I","low","C","11-I 4"
"521",4,"7","42:50.0","11/23/20","19:42:50",FALSE,838,257,786,1,0.673,0.3,"7-I","I","high","C","7-I 4"
"522",4,"7","47:49.0","11/23/20","19:47:49",FALSE,864,310,729,1,0.575,0.3,"7-O","O","high","C","7-O 4"
"523",4,"11","44:53.0","11/23/20","19:44:53",FALSE,847,306,857,1,0.643,0.3,"11-O","O","low","C","11-O 4"
"524",4,"3","40:40.0","11/23/20","19:40:40",FALSE,831,353,1080,1,0.673,0.3,"3-O","O","low","C","3-O 4"
"525",4,"5","45:37.0","11/23/20","19:45:37",FALSE,851,292,964,1,0.697,0.3,"5-O","O","low","C","5-O 4"
"526",4,"4","46:51.0","11/23/20","19:46:51",FALSE,858,380,1187,1,0.68,0.3,"4-O","O","low","C","4-O 4"
"527",4,"2","44:07.0","11/23/20","19:44:07",FALSE,843,500,1293,1,0.613,0.3,"2-I","I","low","C","2-I 4"
"528",4,"1","47:17.0","11/23/20","19:47:17",FALSE,861,312,871,1,0.642,0.3,"1-O","O","low","C","1-O 4"
"529",4,"12","40:17.0","11/23/20","19:40:17",FALSE,830,349,986,1,0.646,0.3,"12-O","O","high","C","12-O 4"
"530",5,"7","36:33.0","11/23/20","19:36:33",FALSE,816,382,1182,1,0.677,0.3,"7-O","O","high","C","7-O 5"
"531",5,"12","37:52.0","11/23/20","19:37:52",FALSE,822,700,1986,1,0.648,0.3,"12-O","O","high","C","12-O 5"
"532",5,"3","31:22.0","11/23/20","19:31:22",FALSE,792,391,1244,1,0.686,0.3,"3-I","I","low","C","3-I 5"
"533",5,"7","33:00.0","11/23/20","19:33:00",FALSE,799,288,956,1,0.699,0.3,"7-I","I","high","C","7-I 5"
"534",5,"13","35:16.0","11/23/20","19:35:16",FALSE,810,212,591,1,0.641,0.3,"13-O","O","high","C","13-O 5"
"535",5,"11","31:05.0","11/23/20","19:31:05",FALSE,791,420,1175,1,0.643,0.3,"11-O","O","low","C","11-O 5"
"536",5,"8","33:59.0","11/23/20","19:33:59",FALSE,804,294,912,1,0.678,0.3,"8-O","O","high","C","8-O 5"
"537",5,"5","32:09.0","11/23/20","19:32:09",FALSE,795,356,1130,1,0.685,0.3,"5-I","I","low","C","5-I 5"
"538",5,"1","33:34.0","11/23/20","19:33:34",FALSE,802,369,1173,1,0.685,0.3,"1-I","I","low","C","1-I 5"
"539",5,"13","35:31.0","11/23/20","19:35:31",FALSE,811,634,1754,1,0.639,0.3,"13-I","I","high","C","13-I 5"
"540",5,"11","36:46.0","11/23/20","19:36:46",FALSE,817,352,1434,1,0.755,0.4,"11-I","I","low","C","11-I 5"
"541",5,"1","36:57.0","11/23/20","19:36:57",FALSE,818,425,1269,1,0.665,0.3,"1-O","O","low","C","1-O 5"
"542",5,"3","35:59.0","11/23/20","19:35:59",FALSE,814,285,824,1,0.654,0.3,"3-O","O","low","C","3-O 5"
"543",5,"2","32:21.0","11/23/20","19:32:21",FALSE,796,291,856,1,0.66,0.3,"2-O","O","low","C","2-O 5"
"544",5,"4","29:35.0","11/23/20","19:29:35",FALSE,785,317,962,1,0.67,0.3,"4-O","O","low","C","4-O 5"
"545",5,"10","30:51.0","11/23/20","19:30:51",FALSE,790,333,992,1,0.664,0.3,"10-O","O","high","C","10-O 5"
"546",5,"5","37:13.0","11/23/20","19:37:13",FALSE,819,311,890,1,0.651,0.3,"5-O","O","low","C","5-O 5"
"547",5,"4","30:14.0","11/23/20","19:30:14",FALSE,787,492,1606,1,0.694,0.3,"4-I","I","low","C","4-I 5"
"548",5,"10","31:55.0","11/23/20","19:31:55",FALSE,794,341,1224,1,0.721,0.4,"10-I","I","high","C","10-I 5"
"549",5,"2","33:46.0","11/23/20","19:33:46",FALSE,803,363,1109,1,0.673,0.3,"2-I","I","low","C","2-I 5"
"550",5,"8","34:36.0","11/23/20","19:34:36",FALSE,807,326,1033,1,0.684,0.3,"8-I","I","high","C","8-I 5"
"551",5,"9","29:56.0","11/23/20","19:29:56",FALSE,786,299,955,1,0.687,0.3,"9-O","O","high","C","9-O 5"
"552",5,"9","31:42.0","11/23/20","19:31:42",FALSE,793,511,1547,1,0.67,0.3,"9-I","I","high","C","9-I 5"
"553",5,"12","36:20.0","11/23/20","19:36:20",FALSE,815,452,1257,1,0.64,0.3,"12-I","I","high","C","12-I 5"
"554",6,"11","26:48.0","11/23/20","19:26:48",FALSE,776,396,1604,1,0.753,0.4,"11-I","I","low","C","11-I 6"
"555",6,"8","22:30.0","11/23/20","19:22:30",FALSE,760,525,1498,1,0.65,0.3,"8-I","I","high","C","8-I 6"
"556",6,"5","21:36.0","11/23/20","19:21:36",FALSE,756,301,1018,1,0.704,0.4,"5-O","O","low","C","5-O 6"
"557",6,"3","19:03.0","11/23/20","19:19:03",FALSE,747,430,1138,1,0.622,0.3,"3-O","O","low","C","3-O 6"
"558",6,"12","20:24.0","11/23/20","19:20:24",FALSE,752,555,1631,1,0.66,0.3,"12-I","I","high","C","12-I 6"
"559",6,"13","23:02.0","11/23/20","19:23:02",FALSE,762,442,1343,1,0.671,0.3,"13-I","I","high","C","13-I 6"
"560",6,"7","27:05.0","11/23/20","19:27:05",FALSE,777,313,930,1,0.663,0.3,"7-O","O","high","C","7-O 6"
"561",6,"5","25:06.0","11/23/20","19:25:06",FALSE,770,374,1010,1,0.63,0.3,"5-I","I","low","C","5-I 6"
"562",6,"11","22:46.0","11/23/20","19:22:46",FALSE,761,318,1131,1,0.719,0.4,"11-O","O","low","C","11-O 6"
"563",6,"2","23:20.0","11/23/20","19:23:20",FALSE,763,314,935,1,0.664,0.3,"2-I","I","low","C","2-I 6"
"564",6,"10","24:00.0","11/23/20","19:24:00",FALSE,766,381,1278,1,0.702,0.4,"10-I","I","high","C","10-I 6"
"565",6,"1","20:41.0","11/23/20","19:20:41",FALSE,753,459,899,1,0.489,0.2,"1-O","O","low","C","1-O 6"
"566",6,"3","22:14.0","11/23/20","19:22:14",FALSE,759,573,1560,1,0.633,0.3,"3-I","I","low","C","3-I 6"
"567",6,"5","26:34.0","11/23/20","19:26:34",FALSE,775,500,1432,1,0.651,0.3,"5-I","I","low","C","5-I 6"
"568",6,"4","19:20.0","11/23/20","19:19:20",FALSE,748,449,1333,1,0.663,0.3,"4-I","I","low","C","4-I 6"
"569",6,"1","24:12.0","11/23/20","19:24:12",FALSE,767,391,1039,1,0.624,0.3,"1-I","I","low","C","1-I 6"
"570",6,"2","25:25.0","11/23/20","19:25:25",FALSE,771,428,1441,1,0.703,0.4,"2-O","O","low","C","2-O 6"
"571",6,"9","25:40.0","11/23/20","19:25:40",FALSE,772,332,1065,1,0.688,0.3,"9-O","O","high","C","9-O 6"
"572",6,"10","24:46.0","11/23/20","19:24:46",FALSE,769,428,1438,1,0.702,0.4,"10-O","O","high","C","10-O 6"
"573",6,"4","18:47.0","11/23/20","19:18:47",FALSE,746,354,1096,1,0.677,0.3,"4-O","O","low","C","4-O 6"
"574",6,"8","18:25.0","11/23/20","19:18:25",FALSE,745,268,902,1,0.703,0.4,"8-O","O","high","C","8-O 6"
"575",6,"9","20:00.0","11/23/20","19:20:00",FALSE,751,575,1845,1,0.688,0.3,"9-I","I","high","C","9-I 6"
"576",6,"7","24:28.0","11/23/20","19:24:28",FALSE,768,293,985,1,0.703,0.4,"7-I","I","high","C","7-I 6"
"577",1,"4","27:58.0","11/24/20","20:27:58",FALSE,277,326,867,1,0.624,0.3,"4-O","O","low","H","4-O 1"
"578",1,"8","23:24.0","11/24/20","20:23:24",FALSE,257,322,952,1,0.662,0.3,"8-I","I","high","H","8-I 1"
"579",1,"5","24:42.0","11/24/20","20:24:42",FALSE,263,294,719,1,0.591,0.3,"5-I","I","low","H","5-I 1"
"580",1,"12","25:18.0","11/24/20","20:25:18",FALSE,266,408,1258,1,0.676,0.3,"12-I","I","high","H","12-I 1"
"581",1,"11","26:44.0","11/24/20","20:26:44",FALSE,272,240,754,1,0.682,0.3,"11-O","O","low","H","11-O 1"
"582",1,"8","23:07.0","11/24/20","20:23:07",FALSE,256,284,795,1,0.643,0.3,"8-O","O","high","H","8-O 1"
"583",1,"3","25:30.0","11/24/20","20:25:30",FALSE,267,337,862,1,0.609,0.3,"3-I","I","low","H","3-I 1"
"584",1,"1","22:31.0","11/24/20","20:22:31",FALSE,253,383,883,1,0.566,0.3,"1-O","O","low","H","1-O 1"
"585",1,"10","28:29.0","11/24/20","20:28:29",FALSE,279,265,810,1,0.673,0.3,"10-I","I","high","H","10-I 1"
"586",1,"11","26:00.0","11/24/20","20:26:00",FALSE,269,361,1122,1,0.678,0.3,"11-I","I","low","H","11-I 1"
"587",1,"12","28:17.0","11/24/20","20:28:17",FALSE,278,338,1074,1,0.685,0.3,"12-I","I","high","H","12-I 1"
"588",1,"7","24:02.0","11/24/20","20:24:02",FALSE,260,325,963,1,0.663,0.3,"7-I","I","high","H","7-I 1"
"589",1,"2","27:30.0","11/24/20","20:27:30",FALSE,275,311,883,1,0.648,0.3,"2-O","O","low","H","2-O 1"
"590",1,"13","28:50.0","11/24/20","20:28:50",FALSE,280,271,781,1,0.653,0.3,"13-O","O","high","H","13-O 1"
"591",1,"9","29:27.0","11/24/20","20:29:27",FALSE,285,339,1126,1,0.699,0.3,"9-O","O","high","H","9-O 1"
"592",1,"5","26:30.0","11/24/20","20:26:30",FALSE,271,370,1137,1,0.675,0.3,"5-O","O","low","H","5-O 1"
"593",1,"10","21:39.0","11/24/20","20:21:39",FALSE,249,258,721,1,0.642,0.3,"10-O","O","high","H","10-O 1"
"594",1,"1","25:06.0","11/24/20","20:25:06",FALSE,265,427,1107,1,0.614,0.3,"1-I","I","low","H","1-I 1"
"595",1,"7","26:13.0","11/24/20","20:26:13",FALSE,270,404,1221,1,0.669,0.3,"7-O","O","high","H","7-O 1"
"596",1,"4","21:18.0","11/24/20","20:21:18",FALSE,248,323,828,1,0.61,0.3,"4-I","I","low","H","4-I 1"
"597",1,"3","22:15.0","11/24/20","20:22:15",FALSE,252,331,956,1,0.654,0.3,"3-O","O","low","H","3-O 1"
"598",1,"2","25:43.0","11/24/20","20:25:43",FALSE,268,319,702,1,0.546,0.3,"2-I","I","low","H","2-I 1"
"599",1,"9","24:55.0","11/24/20","20:24:55",FALSE,264,437,1202,1,0.636,0.3,"9-I","I","high","H","9-I 1"
"600",1,"12","27:47.0","11/24/20","20:27:47",FALSE,276,400,1046,1,0.618,0.3,"12-O","O","high","H","12-O 1"
"601",2,"12","09:30.0","11/24/20","20:09:30",FALSE,196,562,1436,1,0.609,0.3,"12-I","I","high","H","12-I 2"
"602",2,"8","13:16.0","11/24/20","20:13:16",FALSE,210,211,581,1,0.637,0.3,"8-O","O","high","H","8-O 2"
"603",2,"13","13:41.0","11/24/20","20:13:41",FALSE,211,264,842,1,0.686,0.3,"13-I","I","high","H","13-I 2"
"604",2,"1","10:20.0","11/24/20","20:10:20",FALSE,200,350,996,1,0.649,0.3,"1-I","I","low","H","1-I 2"
"605",2,"10","18:21.0","11/24/20","20:18:21",FALSE,231,367,989,1,0.629,0.3,"10-O","O","high","H","10-O 2"
"606",2,"12","09:16.0","11/24/20","20:09:16",FALSE,195,387,1035,1,0.626,0.3,"12-O","O","high","H","12-O 2"
"607",2,"7","14:22.0","11/24/20","20:14:22",FALSE,214,290,864,1,0.664,0.3,"7-O","O","high","H","7-O 2"
"608",2,"3","09:50.0","11/24/20","20:09:50",FALSE,197,359,1073,1,0.665,0.3,"3-I","I","low","H","3-I 2"
"609",2,"11","19:48.0","11/24/20","20:19:48",FALSE,238,409,1153,1,0.645,0.3,"11-I","I","low","H","11-I 2"
"610",2,"4","11:57.0","11/24/20","20:11:57",FALSE,207,368,1090,1,0.662,0.3,"4-O","O","low","H","4-O 2"
"611",2,"11","17:06.0","11/24/20","20:17:06",FALSE,226,274,869,1,0.685,0.3,"11-O","O","low","H","11-O 2"
"612",2,"9","14:37.0","11/24/20","20:14:37",FALSE,215,248,840,1,0.705,0.4,"9-I","I","high","H","9-I 2"
"613",2,"8","16:01.0","11/24/20","20:16:01",FALSE,221,198,614,1,0.678,0.3,"8-I","I","high","H","8-I 2"
"614",2,"5","10:51.0","11/24/20","20:10:51",FALSE,202,310,704,1,0.56,0.3,"5-I","I","low","H","5-I 2"
"615",2,"2","10:37.0","11/24/20","20:10:37",FALSE,201,323,848,1,0.619,0.3,"2-I","I","low","H","2-I 2"
"616",2,"4","17:39.0","11/24/20","20:17:39",FALSE,228,507,1427,1,0.645,0.3,"4-I","I","low","H","4-I 2"
"617",2,"7","15:21.0","11/24/20","20:15:21",FALSE,218,308,933,1,0.67,0.3,"7-I","I","high","H","7-I 2"
"618",2,"9","13:56.0","11/24/20","20:13:56",FALSE,212,392,1388,1,0.718,0.4,"9-O","O","high","H","9-O 2"
"619",2,"5","19:08.0","11/24/20","20:19:08",FALSE,235,341,1031,1,0.669,0.3,"5-O","O","low","H","5-O 2"
"620",2,"10","18:37.0","11/24/20","20:18:37",FALSE,232,380,1336,1,0.716,0.4,"10-I","I","high","H","10-I 2"
"621",2,"1","16:18.0","11/24/20","20:16:18",FALSE,222,314,943,1,0.667,0.3,"1-O","O","low","H","1-O 2"
"622",2,"3","14:09.0","11/24/20","20:14:09",FALSE,213,299,782,1,0.618,0.3,"3-O","O","low","H","3-O 2"
"623",2,"13","16:37.0","11/24/20","20:16:37",FALSE,223,342,1351,1,0.747,0.4,"13-O","O","high","H","13-O 2"
"624",2,"2","17:27.0","11/24/20","20:17:27",FALSE,227,227,632,1,0.641,0.3,"2-O","O","low","H","2-O 2"
"625",3,"1","00:33.0","11/24/20","20:00:33",FALSE,167,357,770,1,0.536,0.3,"1-I","I","low","H","1-I 3"
"626",3,"12","02:39.0","11/24/20","20:02:39",FALSE,175,368,981,1,0.625,0.3,"12-O","O","high","H","12-O 3"
"627",3,"3","55:36.0","11/24/20","19:55:36",FALSE,157,352,999,1,0.648,0.3,"3-O","O","low","H","3-O 3"
"628",3,"4","06:39.0","11/24/20","20:06:39",FALSE,188,399,956,1,0.583,0.3,"4-O","O","low","H","4-O 3"
"629",3,"1","02:54.0","11/24/20","20:02:54",FALSE,176,411,884,1,0.535,0.3,"1-O","O","low","H","1-O 3"
"630",3,"13","03:31.0","11/24/20","20:03:31",FALSE,178,305,847,1,0.64,0.3,"13-O","O","high","H","13-O 3"
"631",3,"4","03:11.0","11/24/20","20:03:11",FALSE,177,382,1189,1,0.679,0.3,"4-I","I","low","H","4-I 3"
"632",3,"10","01:24.0","11/24/20","20:01:24",FALSE,170,318,1149,1,0.723,0.4,"10-O","O","high","H","10-O 3"
"633",3,"13","04:11.0","11/24/20","20:04:11",FALSE,180,337,965,1,0.651,0.3,"13-I","I","high","H","13-I 3"
"634",3,"10","55:57.0","11/24/20","19:55:57",FALSE,158,405,1114,1,0.636,0.3,"10-I","I","high","H","10-I 3"
"635",3,"5","01:53.0","11/24/20","20:01:53",FALSE,172,419,958,1,0.563,0.3,"5-O","O","low","H","5-O 3"
"636",3,"9","05:34.0","11/24/20","20:05:34",FALSE,184,427,1328,1,0.678,0.3,"9-O","O","high","H","9-O 3"
"637",3,"7","01:40.0","11/24/20","20:01:40",FALSE,171,328,909,1,0.639,0.3,"7-O","O","high","H","7-O 3"
"638",3,"12","00:48.0","11/24/20","20:00:48",FALSE,168,319,887,1,0.64,0.3,"12-I","I","high","H","12-I 3"
"639",3,"2","59:24.0","11/24/20","19:59:24",FALSE,162,400,1106,1,0.638,0.3,"2-I","I","low","H","2-I 3"
"640",3,"9","01:09.0","11/24/20","20:01:09",FALSE,169,318,954,1,0.667,0.3,"9-I","I","high","H","9-I 3"
"641",3,"7","03:55.0","11/24/20","20:03:55",FALSE,179,443,1420,1,0.688,0.3,"7-I","I","high","H","7-I 3"
"642",3,"11","56:36.0","11/24/20","19:56:36",FALSE,160,397,1109,1,0.642,0.3,"11-I","I","low","H","11-I 3"
